T18,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
44,Bahamas,2015,Consumer price index: Food,106.4692,New Providence;Index base: November 2014=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2000,Consumer price index: General,83.4385,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2005,Consumer price index: General,87.4961,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2015,Consumer price index: General,110.5615,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2017,Consumer price index: General,115.2324,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2018,Consumer price index: General,117.6348,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2019,Consumer price index: General,118.8148,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2015,Consumer price index: Food,114.4564,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2017,Consumer price index: Food,117.0911,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2018,Consumer price index: Food,119.5749,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
48,Bahrain,2019,Consumer price index: Food,122.4064,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2000,Consumer price index: General,53.9091,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2005,Consumer price index: General,69.1531,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2015,Consumer price index: General,144.5589,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2017,Consumer price index: General,161.2265,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2018,Consumer price index: General,170.1642,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2019,Consumer price index: General,179.6798,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2015,Consumer price index: Food,230.2800,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2017,Consumer price index: Food,257.9200,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2018,Consumer price index: Food,273.9408,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
50,Bangladesh,2019,Consumer price index: Food,289.1725,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.;Metropolitan Lima.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2015,Consumer price index: General,167.5521,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2017,Consumer price index: General,177.6083,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2018,Consumer price index: General,184.1333,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2019,Consumer price index: General,191.6833,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2015,Consumer price index: Food,200.7250,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2017,Consumer price index: Food,230.9250,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2018,Consumer price index: Food,234.5667,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
52,Barbados,2019,Consumer price index: Food,248.6051,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2000,Consumer price index: General,16.0460,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2005,Consumer price index: General,61.6669,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2010,Consumer price index: General,100.0000,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2015,Consumer price index: General,386.9691,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2017,Consumer price index: General,459.0252,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2018,Consumer price index: General,480.0554,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2019,Consumer price index: General,508.0950,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2015,Consumer price index: Food,389.8641,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2018,Consumer price index: Food,470.9885,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
112,Belarus,2019,Consumer price index: Food,501.7425,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2000,Consumer price index: General,81.4236,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2005,Consumer price index: General,90.4121,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2015,Consumer price index: General,108.6297,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2017,Consumer price index: General,112.8149,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2018,Consumer price index: General,115.4516,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2019,Consumer price index: General,117.1105,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2000,Consumer price index: Food,76.6165,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2005,Consumer price index: Food,86.2906,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2015,Consumer price index: Food,110.4284,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
56,Belgium,2017,Consumer price index: Food,114.3270,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
